t,x,y
     49.89000000,             NaN,             NaN
     49.90000000,             NaN,             NaN
     49.91000000,             NaN,             NaN
     49.92000000,             NaN,             NaN
     49.93000000,             NaN,             NaN
     49.94000000,             NaN,             NaN
     49.95000000,             NaN,             NaN
     49.96000000,             NaN,             NaN
     49.97000000,             NaN,             NaN
     49.98000000,             NaN,             NaN
     49.99000000,             NaN,             NaN
     50.00000000,             NaN,             NaN
     50.01000000,             NaN,             NaN
     50.02000000,             NaN,             NaN
     50.03000000,             NaN,             NaN
     50.04000000,             NaN,             NaN
     50.05000000,             NaN,             NaN
     50.06000000,             NaN,             NaN
     50.07000000,             NaN,             NaN
     50.08000000,             NaN,             NaN
     50.09000000,             NaN,             NaN
     50.10000000,             NaN,             NaN
     50.11000000,             NaN,             NaN
     50.12000000,             NaN,             NaN
     50.13000000,             NaN,             NaN
     50.14000000,             NaN,             NaN
     50.15000000,             NaN,             NaN
     50.16000000,             NaN,             NaN
     50.17000000,             NaN,             NaN
     50.18000000,             NaN,             NaN
     50.19000000,             NaN,             NaN
     50.20000000,             NaN,             NaN
     50.21000000,             NaN,             NaN
     50.22000000,             NaN,             NaN
     50.23000000,             NaN,             NaN
     50.24000000,             NaN,             NaN
     50.25000000,             NaN,             NaN
     50.26000000,             NaN,             NaN
     50.27000000,             NaN,             NaN
     50.28000000,             NaN,             NaN
     50.29000000,             NaN,             NaN
     50.30000000,             NaN,             NaN
     50.31000000,             NaN,             NaN
     50.32000000,             NaN,             NaN
     50.33000000,             NaN,             NaN
     50.34000000,             NaN,             NaN
     50.35000000,             NaN,             NaN
     50.36000000,             NaN,             NaN
     50.37000000,             NaN,             NaN
     50.38000000,             NaN,             NaN
     50.39000000,             NaN,             NaN
     50.40000000,             NaN,             NaN
     50.41000000,             NaN,             NaN
     50.42000000,             NaN,             NaN
     50.43000000,             NaN,             NaN
     50.44000000,             NaN,             NaN
     50.45000000,             NaN,             NaN
     50.46000000,             NaN,             NaN
     50.47000000,             NaN,             NaN
     50.48000000,             NaN,             NaN
     50.49000000,             NaN,             NaN
     50.50000000,             NaN,             NaN
     50.51000000,             NaN,             NaN
     50.52000000,             NaN,             NaN
     50.53000000,             NaN,             NaN
     50.54000000,             NaN,             NaN
     50.55000000,             NaN,             NaN
     50.56000000,             NaN,             NaN
     50.57000000,             NaN,             NaN
     50.58000000,             NaN,             NaN
     50.59000000,             NaN,             NaN
     50.60000000,             NaN,             NaN
     50.61000000,             NaN,             NaN
     50.62000000,             NaN,             NaN
     50.63000000,             NaN,             NaN
     50.64000000,             NaN,             NaN
     50.65000000,             NaN,             NaN
     50.66000000,             NaN,             NaN
     50.67000000,             NaN,             NaN
     50.68000000,             NaN,             NaN
     50.69000000,             NaN,             NaN
     50.70000000,             NaN,             NaN
     50.71000000,             NaN,             NaN
     50.72000000,             NaN,             NaN
     50.73000000,             NaN,             NaN
     50.74000000,             NaN,             NaN
     50.75000000,             NaN,             NaN
     50.76000000,             NaN,             NaN
     50.77000000,             NaN,             NaN
     50.78000000,             NaN,             NaN
     50.79000000,             NaN,             NaN
     50.80000000,             NaN,             NaN
     50.81000000,             NaN,             NaN
     50.82000000,             NaN,             NaN
     50.83000000,             NaN,             NaN
     50.84000000,             NaN,             NaN
     50.85000000,             NaN,             NaN
     50.86000000,             NaN,             NaN
     50.87000000,             NaN,             NaN
     50.88000000,             NaN,             NaN
     50.89000000,             NaN,             NaN
     50.90000000,             NaN,             NaN
     50.91000000,             NaN,             NaN
     50.92000000,             NaN,             NaN
     50.93000000,             NaN,             NaN
     50.94000000,             NaN,             NaN
     50.95000000,             NaN,             NaN
     50.96000000,             NaN,             NaN
     50.97000000,             NaN,             NaN
     50.98000000,             NaN,             NaN
     50.99000000,             NaN,             NaN
     51.00000000,             NaN,             NaN
     51.01000000,             NaN,             NaN
     51.02000000,             NaN,             NaN
     51.03000000,             NaN,             NaN
     51.04000000,             NaN,             NaN
     51.05000000,             NaN,             NaN
     51.06000000,             NaN,             NaN
     51.07000000,             NaN,             NaN
     51.08000000,             NaN,             NaN
     51.09000000,             NaN,             NaN
     51.10000000,             NaN,             NaN
     51.11000000,             NaN,             NaN
     51.12000000,             NaN,             NaN
     51.13000000,             NaN,             NaN
     51.14000000,             NaN,             NaN
     51.15000000,             NaN,             NaN
     51.16000000,             NaN,             NaN
     51.17000000,             NaN,             NaN
     51.18000000,             NaN,             NaN
     51.19000000,             NaN,             NaN
     51.20000000,             NaN,             NaN
     51.21000000,             NaN,             NaN
     51.22000000,             NaN,             NaN
     51.23000000,             NaN,             NaN
     51.24000000,             NaN,             NaN
     51.25000000,             NaN,             NaN
     51.26000000,             NaN,             NaN
     51.27000000,             NaN,             NaN
     51.28000000,             NaN,             NaN
     51.29000000,             NaN,             NaN
     51.30000000,             NaN,             NaN
     51.31000000,             NaN,             NaN
     51.32000000,             NaN,             NaN
     51.33000000,             NaN,             NaN
     51.34000000,             NaN,             NaN
     51.35000000,             NaN,             NaN
     51.36000000,             NaN,             NaN
     51.37000000,             NaN,             NaN
     51.38000000,             NaN,             NaN
     51.39000000,             NaN,             NaN
     51.40000000,             NaN,             NaN
     51.41000000,             NaN,             NaN
     51.42000000,             NaN,             NaN
     51.43000000,             NaN,             NaN
     51.44000000,             NaN,             NaN
     51.45000000,             NaN,             NaN
     51.46000000,             NaN,             NaN
     51.47000000,             NaN,             NaN
     51.48000000,             NaN,             NaN
     51.49000000,             NaN,             NaN
     51.50000000,             NaN,             NaN
     51.51000000,             NaN,             NaN
     51.52000000,             NaN,             NaN
     51.53000000,             NaN,             NaN
     51.54000000,             NaN,             NaN
     51.55000000,             NaN,             NaN
     51.56000000,             NaN,             NaN
     51.57000000,             NaN,             NaN
     51.58000000,             NaN,             NaN
     51.59000000,             NaN,             NaN
     51.60000000,             NaN,             NaN
     51.61000000,             NaN,             NaN
     51.62000000,             NaN,             NaN
     51.63000000,             NaN,             NaN
     51.64000000,             NaN,             NaN
     51.65000000,             NaN,             NaN
     51.66000000,             NaN,             NaN
     51.67000000,             NaN,             NaN
     51.68000000,             NaN,             NaN
     51.69000000,             NaN,             NaN
     51.70000000,             NaN,             NaN
     51.71000000,             NaN,             NaN
     51.72000000,             NaN,             NaN
     51.73000000,             NaN,             NaN
     51.74000000,             NaN,             NaN
     51.75000000,             NaN,             NaN
     51.76000000,             NaN,             NaN
     51.77000000,             NaN,             NaN
     51.78000000,             NaN,             NaN
     51.79000000,             NaN,             NaN
     51.80000000,             NaN,             NaN
     51.81000000,             NaN,             NaN
     51.82000000,             NaN,             NaN
     51.83000000,             NaN,             NaN
     51.84000000,             NaN,             NaN
     51.85000000,             NaN,             NaN
     51.86000000,             NaN,             NaN
     51.87000000,             NaN,             NaN
     51.88000000,             NaN,             NaN
     51.89000000,             NaN,             NaN
     51.90000000,             NaN,             NaN
     51.91000000,             NaN,             NaN
     51.92000000,             NaN,             NaN
     51.93000000,             NaN,             NaN
     51.94000000,             NaN,             NaN
     51.95000000,             NaN,             NaN
     51.96000000,             NaN,             NaN
     51.97000000,             NaN,             NaN
     51.98000000,             NaN,             NaN
     51.99000000,             NaN,             NaN
     52.00000000,             NaN,             NaN
     52.01000000,             NaN,             NaN
     52.02000000,             NaN,             NaN
     52.03000000,             NaN,             NaN
     52.04000000,             NaN,             NaN
     52.05000000,             NaN,             NaN
     52.06000000,             NaN,             NaN
     52.07000000,             NaN,             NaN
     52.08000000,             NaN,             NaN
     52.09000000,             NaN,             NaN
     52.10000000,             NaN,             NaN
     52.11000000,             NaN,             NaN
     52.12000000,             NaN,             NaN
     52.13000000,             NaN,             NaN
     52.14000000,             NaN,             NaN
     52.15000000,             NaN,             NaN
     52.16000000,             NaN,             NaN
     52.17000000,             NaN,             NaN
     52.18000000,             NaN,             NaN
     52.19000000,             NaN,             NaN
     52.20000000,             NaN,             NaN
     52.21000000,             NaN,             NaN
     52.22000000,             NaN,             NaN
     52.23000000,             NaN,             NaN
     52.24000000,             NaN,             NaN
     52.25000000,             NaN,             NaN
     52.26000000,             NaN,             NaN
     52.27000000,             NaN,             NaN
     52.28000000,             NaN,             NaN
     52.29000000,             NaN,             NaN
     52.30000000,             NaN,             NaN
     52.31000000,             NaN,             NaN
     52.32000000,             NaN,             NaN
     52.33000000,             NaN,             NaN
     52.34000000,             NaN,             NaN
     52.35000000,             NaN,             NaN
     52.36000000,             NaN,             NaN
     52.37000000,             NaN,             NaN
     52.38000000,             NaN,             NaN
     52.39000000,             NaN,             NaN
     52.40000000,             NaN,             NaN
     52.41000000,             NaN,             NaN
     52.42000000,             NaN,             NaN
     52.43000000,             NaN,             NaN
     52.44000000,             NaN,             NaN
     52.45000000,             NaN,             NaN
     52.46000000,             NaN,             NaN
     52.47000000,             NaN,             NaN
     52.48000000,             NaN,             NaN
     52.49000000,             NaN,             NaN
     52.50000000,             NaN,             NaN
     52.51000000,             NaN,             NaN
     52.52000000,             NaN,             NaN
     52.53000000,             NaN,             NaN
     52.54000000,             NaN,             NaN
     52.55000000,             NaN,             NaN
     52.56000000,             NaN,             NaN
     52.57000000,             NaN,             NaN
     52.58000000,             NaN,             NaN
     52.59000000,             NaN,             NaN
     52.60000000,             NaN,             NaN
     52.61000000,             NaN,             NaN
     52.62000000,             NaN,             NaN
     52.63000000,             NaN,             NaN
     52.64000000,             NaN,             NaN
     52.65000000,             NaN,             NaN
     52.66000000,             NaN,             NaN
     52.67000000,             NaN,             NaN
     52.68000000,             NaN,             NaN
     52.69000000,             NaN,             NaN
     52.70000000,             NaN,             NaN
     52.71000000,             NaN,             NaN
     52.72000000,             NaN,             NaN
     52.73000000,             NaN,             NaN
     52.74000000,             NaN,             NaN
     52.75000000,             NaN,             NaN
     52.76000000,             NaN,             NaN
     52.77000000,             NaN,             NaN
     52.78000000,             NaN,             NaN
     52.79000000,             NaN,             NaN
     52.80000000,             NaN,             NaN
     52.81000000,             NaN,             NaN
     52.82000000,             NaN,             NaN
     52.83000000,             NaN,             NaN
     52.84000000,             NaN,             NaN
     52.85000000,             NaN,             NaN
     52.86000000,             NaN,             NaN
     52.87000000,             NaN,             NaN
     52.88000000,             NaN,             NaN
     52.89000000,             NaN,             NaN
     52.90000000,             NaN,             NaN
     52.91000000,             NaN,             NaN
     52.92000000,             NaN,             NaN
     52.93000000,             NaN,             NaN
     52.94000000,             NaN,             NaN
     52.95000000,             NaN,             NaN
     52.96000000,             NaN,             NaN
     52.97000000,             NaN,             NaN
     52.98000000,             NaN,             NaN
     52.99000000,             NaN,             NaN
     53.00000000,             NaN,             NaN
     53.01000000,             NaN,             NaN
     53.02000000,             NaN,             NaN
     53.03000000,             NaN,             NaN
     53.04000000,             NaN,             NaN
     53.05000000,             NaN,             NaN
     53.06000000,             NaN,             NaN
     53.07000000,             NaN,             NaN
     53.08000000,             NaN,             NaN
     53.09000000,             NaN,             NaN
     53.10000000,             NaN,             NaN
     53.11000000,             NaN,             NaN
     53.12000000,             NaN,             NaN
     53.13000000,             NaN,             NaN
     53.14000000,             NaN,             NaN
     53.15000000,             NaN,             NaN
     53.16000000,             NaN,             NaN
     53.17000000,             NaN,             NaN
     53.18000000,             NaN,             NaN
     53.19000000,             NaN,             NaN
     53.20000000,             NaN,             NaN
     53.21000000,             NaN,             NaN
     53.22000000,             NaN,             NaN
     53.23000000,             NaN,             NaN
     53.24000000,             NaN,             NaN
     53.25000000,             NaN,             NaN
     53.26000000,             NaN,             NaN
     53.27000000,             NaN,             NaN
     53.28000000,             NaN,             NaN
     53.29000000,             NaN,             NaN
     53.30000000,             NaN,             NaN
     53.31000000,             NaN,             NaN
     53.32000000,             NaN,             NaN
     53.33000000,             NaN,             NaN
     53.34000000,             NaN,             NaN
     53.35000000,             NaN,             NaN
     53.36000000,             NaN,             NaN
     53.37000000,             NaN,             NaN
     53.38000000,             NaN,             NaN
     53.39000000,             NaN,             NaN
     53.40000000,             NaN,             NaN
     53.41000000,             NaN,             NaN
     53.42000000,             NaN,             NaN
     53.43000000,             NaN,             NaN
     53.44000000,             NaN,             NaN
     53.45000000,             NaN,             NaN
     53.46000000,             NaN,             NaN
     53.47000000,             NaN,             NaN
     53.48000000,             NaN,             NaN
     53.49000000,             NaN,             NaN
     53.50000000,             NaN,             NaN
     53.51000000,             NaN,             NaN
     53.52000000,             NaN,             NaN
     53.53000000,             NaN,             NaN
     53.54000000,             NaN,             NaN
     53.55000000,             NaN,             NaN
     53.56000000,             NaN,             NaN
     53.57000000,             NaN,             NaN
     53.58000000,             NaN,             NaN
     53.59000000,             NaN,             NaN
     53.60000000,             NaN,             NaN
     53.61000000,             NaN,             NaN
     53.62000000,             NaN,             NaN
     53.63000000,             NaN,             NaN
     53.64000000,             NaN,             NaN
     53.65000000,             NaN,             NaN
     53.66000000,             NaN,             NaN
     53.67000000,             NaN,             NaN
     53.68000000,             NaN,             NaN
     53.69000000,             NaN,             NaN
     53.70000000,             NaN,             NaN
     53.71000000,             NaN,             NaN
     53.72000000,             NaN,             NaN
     53.73000000,             NaN,             NaN
     53.74000000,             NaN,             NaN
     53.75000000,             NaN,             NaN
     53.76000000,             NaN,             NaN
     53.77000000,             NaN,             NaN
     53.78000000,             NaN,             NaN
     53.79000000,             NaN,             NaN
     53.80000000,             NaN,             NaN
     53.81000000,             NaN,             NaN
     53.82000000,             NaN,             NaN
     53.83000000,             NaN,             NaN
     53.84000000,             NaN,             NaN
     53.85000000,             NaN,             NaN
     53.86000000,             NaN,             NaN
     53.87000000,             NaN,             NaN
     53.88000000,             NaN,             NaN
     53.89000000,             NaN,             NaN
     53.90000000,             NaN,             NaN
     53.91000000,             NaN,             NaN
     53.92000000,             NaN,             NaN
     53.93000000,             NaN,             NaN
     53.94000000,             NaN,             NaN
     53.95000000,             NaN,             NaN
     53.96000000,             NaN,             NaN
     53.97000000,             NaN,             NaN
     53.98000000,             NaN,             NaN
     53.99000000,             NaN,             NaN
     54.00000000,             NaN,             NaN
     54.01000000,             NaN,             NaN
     54.02000000,             NaN,             NaN
     54.03000000,             NaN,             NaN
     54.04000000,             NaN,             NaN
     54.05000000,             NaN,             NaN
     54.06000000,             NaN,             NaN
     54.07000000,             NaN,             NaN
     54.08000000,             NaN,             NaN
     54.09000000,             NaN,             NaN
     54.10000000,             NaN,             NaN
     54.11000000,             NaN,             NaN
     54.12000000,             NaN,             NaN
     54.13000000,             NaN,             NaN
     54.14000000,             NaN,             NaN
     54.15000000,             NaN,             NaN
     54.16000000,             NaN,             NaN
     54.17000000,             NaN,             NaN
     54.18000000,             NaN,             NaN
     54.19000000,             NaN,             NaN
     54.20000000,             NaN,             NaN
     54.21000000,             NaN,             NaN
     54.22000000,             NaN,             NaN
     54.23000000,             NaN,             NaN
     54.24000000,             NaN,             NaN
     54.25000000,             NaN,             NaN
     54.26000000,             NaN,             NaN
     54.27000000,             NaN,             NaN
     54.28000000,             NaN,             NaN
     54.29000000,             NaN,             NaN
     54.30000000,             NaN,             NaN
     54.31000000,             NaN,             NaN
     54.32000000,             NaN,             NaN
     54.33000000,             NaN,             NaN
     54.34000000,             NaN,             NaN
     54.35000000,             NaN,             NaN
     54.36000000,             NaN,             NaN
     54.37000000,             NaN,             NaN
     54.38000000,             NaN,             NaN
     54.39000000,             NaN,             NaN
     54.40000000,             NaN,             NaN
     54.41000000,             NaN,             NaN
     54.42000000,             NaN,             NaN
     54.43000000,             NaN,             NaN
     54.44000000,             NaN,             NaN
     54.45000000,             NaN,             NaN
     54.46000000,             NaN,             NaN
     54.47000000,             NaN,             NaN
     54.48000000,             NaN,             NaN
     54.49000000,             NaN,             NaN
     54.50000000,             NaN,             NaN
     54.51000000,             NaN,             NaN
     54.52000000,             NaN,             NaN
     54.53000000,             NaN,             NaN
     54.54000000,             NaN,             NaN
     54.55000000,             NaN,             NaN
     54.56000000,             NaN,             NaN
     54.57000000,             NaN,             NaN
     54.58000000,             NaN,             NaN
     54.59000000,             NaN,             NaN
     54.60000000,             NaN,             NaN
     54.61000000,             NaN,             NaN
     54.62000000,             NaN,             NaN
     54.63000000,             NaN,             NaN
     54.64000000,             NaN,             NaN
     54.65000000,             NaN,             NaN
     54.66000000,             NaN,             NaN
     54.67000000,             NaN,             NaN
     54.68000000,             NaN,             NaN
     54.69000000,             NaN,             NaN
     54.70000000,             NaN,             NaN
     54.71000000,             NaN,             NaN
     54.72000000,             NaN,             NaN
     54.73000000,             NaN,             NaN
     54.74000000,             NaN,             NaN
     54.75000000,             NaN,             NaN
     54.76000000,             NaN,             NaN
     54.77000000,             NaN,             NaN
     54.78000000,             NaN,             NaN
     54.79000000,             NaN,             NaN
     54.80000000,             NaN,             NaN
     54.81000000,             NaN,             NaN
     54.82000000,             NaN,             NaN
     54.83000000,             NaN,             NaN
     54.84000000,             NaN,             NaN
     54.85000000,             NaN,             NaN
     54.86000000,             NaN,             NaN
     54.87000000,             NaN,             NaN
     54.88000000,             NaN,             NaN
     54.89000000,             NaN,             NaN
     54.90000000,             NaN,             NaN
     54.91000000,             NaN,             NaN
     54.92000000,             NaN,             NaN
     54.93000000,             NaN,             NaN
     54.94000000,             NaN,             NaN
     54.95000000,             NaN,             NaN
     54.96000000,             NaN,             NaN
     54.97000000,             NaN,             NaN
     54.98000000,             NaN,             NaN
     54.99000000,             NaN,             NaN
     55.00000000,             NaN,             NaN
     55.01000000,             NaN,             NaN
     55.02000000,             NaN,             NaN
     55.03000000,             NaN,             NaN
     55.04000000,             NaN,             NaN
     55.05000000,             NaN,             NaN
     55.06000000,             NaN,             NaN
     55.07000000,             NaN,             NaN
     55.08000000,             NaN,             NaN
     55.09000000,             NaN,             NaN
     55.10000000,             NaN,             NaN
     55.11000000,             NaN,             NaN
     55.12000000,             NaN,             NaN
     55.13000000,             NaN,             NaN
     55.14000000,             NaN,             NaN
     55.15000000,             NaN,             NaN
     55.16000000,             NaN,             NaN
     55.17000000,             NaN,             NaN
     55.18000000,             NaN,             NaN
     55.19000000,             NaN,             NaN
     55.20000000,             NaN,             NaN
     55.21000000,             NaN,             NaN
     55.22000000,             NaN,             NaN
     55.23000000,             NaN,             NaN
     55.24000000,             NaN,             NaN
     55.25000000,             NaN,             NaN
     55.26000000,             NaN,             NaN
     55.27000000,             NaN,             NaN
     55.28000000,             NaN,             NaN
     55.29000000,             NaN,             NaN
     55.30000000,             NaN,             NaN
     55.31000000,             NaN,             NaN
     55.32000000,             NaN,             NaN
     55.33000000,             NaN,             NaN
     55.34000000,             NaN,             NaN
     55.35000000,             NaN,             NaN
     55.36000000,             NaN,             NaN
     55.37000000,             NaN,             NaN
     55.38000000,             NaN,             NaN
     55.39000000,             NaN,             NaN
     55.40000000,             NaN,             NaN
     55.41000000,             NaN,             NaN
     55.42000000,             NaN,             NaN
     55.43000000,             NaN,             NaN
     55.44000000,             NaN,             NaN
     55.45000000,             NaN,             NaN
     55.46000000,             NaN,             NaN
     55.47000000,             NaN,             NaN
     55.48000000,             NaN,             NaN
     55.49000000,             NaN,             NaN
     55.50000000,             NaN,             NaN
     55.51000000,             NaN,             NaN
     55.52000000,             NaN,             NaN
     55.53000000,             NaN,             NaN
     55.54000000,             NaN,             NaN
     55.55000000,             NaN,             NaN
     55.56000000,             NaN,             NaN
     55.57000000,             NaN,             NaN
     55.58000000,             NaN,             NaN
     55.59000000,             NaN,             NaN
     55.60000000,             NaN,             NaN
     55.61000000,             NaN,             NaN
     55.62000000,             NaN,             NaN
     55.63000000,             NaN,             NaN
     55.64000000,             NaN,             NaN
     55.65000000,             NaN,             NaN
     55.66000000,             NaN,             NaN
     55.67000000,             NaN,             NaN
     55.68000000,             NaN,             NaN
     55.69000000,             NaN,             NaN
     55.70000000,             NaN,             NaN
     55.71000000,             NaN,             NaN
     55.72000000,             NaN,             NaN
     55.73000000,             NaN,             NaN
     55.74000000,             NaN,             NaN
     55.75000000,             NaN,             NaN
     55.76000000,             NaN,             NaN
     55.77000000,             NaN,             NaN
     55.78000000,             NaN,             NaN
     55.79000000,             NaN,             NaN
     55.80000000,             NaN,             NaN
     55.81000000,             NaN,             NaN
     55.82000000,             NaN,             NaN
     55.83000000,             NaN,             NaN
     55.84000000,             NaN,             NaN
     55.85000000,             NaN,             NaN
     55.86000000,             NaN,             NaN
     55.87000000,             NaN,             NaN
     55.88000000,             NaN,             NaN
     55.89000000,             NaN,             NaN
     55.90000000,             NaN,             NaN
     55.91000000,             NaN,             NaN
     55.92000000,             NaN,             NaN
     55.93000000,             NaN,             NaN
     55.94000000,             NaN,             NaN
     55.95000000,             NaN,             NaN
     55.96000000,             NaN,             NaN
     55.97000000,             NaN,             NaN
     55.98000000,             NaN,             NaN
     55.99000000,             NaN,             NaN
     56.00000000,             NaN,             NaN
     56.01000000,             NaN,             NaN
     56.02000000,             NaN,             NaN
     56.03000000,             NaN,             NaN
     56.04000000,             NaN,             NaN
     56.05000000,             NaN,             NaN
     56.06000000,             NaN,             NaN
     56.07000000,             NaN,             NaN
     56.08000000,             NaN,             NaN
     56.09000000,             NaN,             NaN
     56.10000000,             NaN,             NaN
     56.11000000,             NaN,             NaN
     56.12000000,             NaN,             NaN
     56.13000000,             NaN,             NaN
     56.14000000,             NaN,             NaN
     56.15000000,             NaN,             NaN
     56.16000000,             NaN,             NaN
     56.17000000,             NaN,             NaN
     56.18000000,             NaN,             NaN
     56.19000000,             NaN,             NaN
     56.20000000,             NaN,             NaN
     56.21000000,             NaN,             NaN
     56.22000000,             NaN,             NaN
     56.23000000,             NaN,             NaN
     56.24000000,             NaN,             NaN
     56.25000000,             NaN,             NaN
     56.26000000,             NaN,             NaN
     56.27000000,             NaN,             NaN
     56.28000000,             NaN,             NaN
     56.29000000,             NaN,             NaN
     56.30000000,             NaN,             NaN
     56.31000000,             NaN,             NaN
     56.32000000,             NaN,             NaN
     56.33000000,             NaN,             NaN
     56.34000000,             NaN,             NaN
     56.35000000,             NaN,             NaN
     56.36000000,             NaN,             NaN
     56.37000000,             NaN,             NaN
     56.38000000,             NaN,             NaN
     56.39000000,             NaN,             NaN
     56.40000000,             NaN,             NaN
     56.41000000,             NaN,             NaN
     56.42000000,             NaN,             NaN
     56.43000000,             NaN,             NaN
     56.44000000,             NaN,             NaN
     56.45000000,             NaN,             NaN
     56.46000000,             NaN,             NaN
     56.47000000,             NaN,             NaN
     56.48000000,             NaN,             NaN
     56.49000000,             NaN,             NaN
     56.50000000,             NaN,             NaN
     56.51000000,             NaN,             NaN
     56.52000000,             NaN,             NaN
     56.53000000,             NaN,             NaN
     56.54000000,             NaN,             NaN
     56.55000000,             NaN,             NaN
     56.56000000,             NaN,             NaN
     56.57000000,             NaN,             NaN
     56.58000000,             NaN,             NaN
     56.59000000,             NaN,             NaN
     56.60000000,             NaN,             NaN
     56.61000000,             NaN,             NaN
     56.62000000,             NaN,             NaN
     56.63000000,             NaN,             NaN
     56.64000000,             NaN,             NaN
     56.65000000,             NaN,             NaN
     56.66000000,             NaN,             NaN
     56.67000000,             NaN,             NaN
     56.68000000,             NaN,             NaN
     56.69000000,             NaN,             NaN
     56.70000000,             NaN,             NaN
     56.71000000,             NaN,             NaN
     56.72000000,             NaN,             NaN
     56.73000000,             NaN,             NaN
     56.74000000,             NaN,             NaN
     56.75000000,             NaN,             NaN
     56.76000000,             NaN,             NaN
     56.77000000,             NaN,             NaN
     56.78000000,             NaN,             NaN
     56.79000000,             NaN,             NaN
     56.80000000,             NaN,             NaN
     56.81000000,             NaN,             NaN
     56.82000000,             NaN,             NaN
     56.83000000,             NaN,             NaN
     56.84000000,             NaN,             NaN
     56.85000000,             NaN,             NaN
     56.86000000,             NaN,             NaN
     56.87000000,             NaN,             NaN
     56.88000000,             NaN,             NaN
     56.89000000,             NaN,             NaN
     56.90000000,             NaN,             NaN
     56.91000000,             NaN,             NaN
     56.92000000,             NaN,             NaN
     56.93000000,             NaN,             NaN
     56.94000000,             NaN,             NaN
     56.95000000,             NaN,             NaN
     56.96000000,             NaN,             NaN
     56.97000000,             NaN,             NaN
     56.98000000,             NaN,             NaN
     56.99000000,             NaN,             NaN
     57.00000000,             NaN,             NaN
     57.01000000,             NaN,             NaN
     57.02000000,             NaN,             NaN
     57.03000000,             NaN,             NaN
     57.04000000,             NaN,             NaN
     57.05000000,             NaN,             NaN
     57.06000000,             NaN,             NaN
     57.07000000,             NaN,             NaN
     57.08000000,             NaN,             NaN
     57.09000000,             NaN,             NaN
     57.10000000,             NaN,             NaN
     57.11000000,             NaN,             NaN
     57.12000000,             NaN,             NaN
     57.13000000,             NaN,             NaN
     57.14000000,             NaN,             NaN
     57.15000000,             NaN,             NaN
     57.16000000,             NaN,             NaN
     57.17000000,             NaN,             NaN
     57.18000000,             NaN,             NaN
     57.19000000,             NaN,             NaN
     57.20000000,             NaN,             NaN
     57.21000000,             NaN,             NaN
     57.22000000,             NaN,             NaN
     57.23000000,             NaN,             NaN
     57.24000000,             NaN,             NaN
     57.25000000,             NaN,             NaN
     57.26000000,             NaN,             NaN
     57.27000000,             NaN,             NaN
     57.28000000,             NaN,             NaN
     57.29000000,             NaN,             NaN
     57.30000000,             NaN,             NaN
     57.31000000,             NaN,             NaN
     57.32000000,             NaN,             NaN
     57.33000000,             NaN,             NaN
     57.34000000,             NaN,             NaN
     57.35000000,             NaN,             NaN
     57.36000000,             NaN,             NaN
     57.37000000,             NaN,             NaN
     57.38000000,             NaN,             NaN
     57.39000000,             NaN,             NaN
     57.40000000,             NaN,             NaN
     57.41000000,             NaN,             NaN
     57.42000000,             NaN,             NaN
     57.43000000,             NaN,             NaN
     57.44000000,             NaN,             NaN
     57.45000000,             NaN,             NaN
     57.46000000,             NaN,             NaN
     57.47000000,             NaN,             NaN
     57.48000000,             NaN,             NaN
     57.49000000,             NaN,             NaN
     57.50000000,             NaN,             NaN
     57.51000000,             NaN,             NaN
     57.52000000,             NaN,             NaN
     57.53000000,             NaN,             NaN
     57.54000000,             NaN,             NaN
     57.55000000,             NaN,             NaN
     57.56000000,             NaN,             NaN
     57.57000000,             NaN,             NaN
     57.58000000,             NaN,             NaN
     57.59000000,             NaN,             NaN
     57.60000000,             NaN,             NaN
     57.61000000,             NaN,             NaN
     57.62000000,             NaN,             NaN
     57.63000000,             NaN,             NaN
     57.64000000,             NaN,             NaN
     57.65000000,             NaN,             NaN
     57.66000000,             NaN,             NaN
     57.67000000,             NaN,             NaN
     57.68000000,             NaN,             NaN
     57.69000000,             NaN,             NaN
     57.70000000,             NaN,             NaN
     57.71000000,             NaN,             NaN
     57.72000000,             NaN,             NaN
     57.73000000,             NaN,             NaN
     57.74000000,             NaN,             NaN
     57.75000000,             NaN,             NaN
     57.76000000,             NaN,             NaN
     57.77000000,             NaN,             NaN
     57.78000000,             NaN,             NaN
     57.79000000,             NaN,             NaN
     57.80000000,             NaN,             NaN
     57.81000000,             NaN,             NaN
     57.82000000,             NaN,             NaN
     57.83000000,             NaN,             NaN
     57.84000000,             NaN,             NaN
     57.85000000,             NaN,             NaN
     57.86000000,             NaN,             NaN
     57.87000000,             NaN,             NaN
     57.88000000,             NaN,             NaN
     57.89000000,             NaN,             NaN
     57.90000000,             NaN,             NaN
     57.91000000,             NaN,             NaN
     57.92000000,             NaN,             NaN
     57.93000000,             NaN,             NaN
     57.94000000,             NaN,             NaN
     57.95000000,             NaN,             NaN
     57.96000000,             NaN,             NaN
     57.97000000,             NaN,             NaN
     57.98000000,             NaN,             NaN
     57.99000000,             NaN,             NaN
     58.00000000,             NaN,             NaN
     58.01000000,             NaN,             NaN
     58.02000000,             NaN,             NaN
     58.03000000,             NaN,             NaN
     58.04000000,             NaN,             NaN
     58.05000000,             NaN,             NaN
     58.06000000,             NaN,             NaN
     58.07000000,             NaN,             NaN
     58.08000000,             NaN,             NaN
     58.09000000,             NaN,             NaN
     58.10000000,             NaN,             NaN
     58.11000000,             NaN,             NaN
